bench_version;codec;direction;image;alg;mode;threads;batch;note;frames;boundary;total_ms;ms_per_frame;fps;mb_s;out_kb;cr;gpu_mem_mb;gpu_avail_mb;power_w;j_per_frame;j_per_frame_net;energy_j_counter;j_per_frame_counter;j_per_frame_diff;cpu_s;cores;gpu;sdk;pcie_mb_s;wall_s;cmd
2026-08-24.2;fv;E;2k;irrev;throughput;16;2;;8230;all;4846.2;0.5888456865127581;1698.2;;;;4444.16;23285.76;200.71145454545453;0.1362779795771447;0.1286802538024909;;;;57.734375;10.331921684666868;NVIDIA GeForce RTX 4090;0.23.1.0;25195;5.587960958480835;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 8230 -async -thread 16 -b 2 -discard
2026-08-24.2;fv;D;2k;irrev;throughput;16;2;;3503;all;4051.8;1.1566657151013418;864.6;;;;1310.72;23285.76;166.92844444444444;0.21904516040087388;0.20436153141814808;;;;62.234375;13.53900906942315;NVIDIA GeForce RTX 4090;0.23.1.0;25215;4.5966713428497314;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 16 -b 2 -discard
2026-08-24.2;fv;D;2k;irrev;throughput;16;2;;3503;all;3925.0;1.1204681701398802;892.5;;;;1310.72;23285.76;161.06136363636364;0.2070196459591474;0.19263661960210593;;;;60.84375;13.513120394494274;NVIDIA GeForce RTX 4090;0.23.1.0;25197;4.502568483352661;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 16 -b 2 -discard
2026-08-24.2;fv;D;2k;irrev;throughput;16;2;;3503;all;3910.5;1.116328860976306;895.8;;;;1310.72;23285.76;161.54113636363638;0.20492337971252086;0.19072827950088653;;;;59.390625;13.36501289193901;NVIDIA GeForce RTX 4090;0.23.1.0;25221;4.443738698959351;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 16 -b 2 -discard
2026-08-24.2;fv;E;2k;irrev;throughput;8;4;;8230;all;4296.6;0.5220656136087485;1915.5;;;;4392.96;23285.76;209.97170212765957;0.12061136110992472;0.11418363243437446;;;;29.421875;6.223619904764777;NVIDIA GeForce RTX 4090;0.23.1.0;25257;4.727453708648682;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 8230 -async -thread 8 -b 4 -discard
2026-08-24.2;fv;E;2k;irrev;throughput;8;4;;8230;all;4255.4;0.517059538274605;1934.0;;;;4392.96;23285.76;219.20276595744681;0.12604844161334397;0.11961384186962022;;;;29.28125;6.187259434383831;NVIDIA GeForce RTX 4090;0.23.1.0;25252;4.732507228851318;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 8230 -async -thread 8 -b 4 -discard
2026-08-24.2;fv;E;2k;irrev;throughput;8;4;;8230;all;4309.5;0.52363304981774;1909.7;;;;4392.96;23285.76;218.16872340425533;0.1265402125094245;0.12004989182602975;;;;29.40625;6.160326645460424;NVIDIA GeForce RTX 4090;0.23.1.0;25176;4.773488759994507;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 8230 -async -thread 8 -b 4 -discard
2026-08-24.2;fv;D;2k;irrev;throughput;8;4;;3503;all;3437.6;0.9813302883242935;1019.0;;;;1269.76;23285.76;182.27921052631578;0.19930170515107049;0.18706670548105325;;;;27.25;7.114632859475916;NVIDIA GeForce RTX 4090;0.23.1.0;25216;3.830134391784668;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 8 -b 4 -discard
2026-08-24.2;fv;D;2k;irrev;throughput;8;4;;3503;all;3359.2;0.9589494718812446;1042.8;;;;1269.76;23285.76;174.6745945945946;0.18654349231985595;0.17459314725734745;;;;26.234375;7.012618705050643;NVIDIA GeForce RTX 4090;0.23.1.0;25229;3.7410240173339844;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 8 -b 4 -discard
2026-08-24.2;fv;D;2k;irrev;throughput;8;4;;3503;all;3346.7;0.9553811019126462;1046.7;;;;1269.76;23285.76;173.35108108108108;0.18483561651428437;0.17290427731584326;;;;26.421875;7.073989165224108;NVIDIA GeForce RTX 4090;0.23.1.0;25239;3.735074281692505;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 8 -b 4 -discard
2026-08-24.2;fv;E;2k;rev;latency;1;1;;1430;no_h2d;4355.0;3.0454545454545454;328.4;1948;;;143.36;23285.76;134.61673913043478;0.43251590209389285;0.3965630705538184;;;;4.5625;0.9930333331344137;NVIDIA GeForce RTX 4090;0.23.1.0;25324;4.594508409500122;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 1430 -discard
2026-08-24.2;fv;E;2k;rev;latency;1;1;;1430;no_h2d;4330.9;3.028601398601398;330.2;1959;;;143.36;23285.76;124.95222222222223;0.3982040245040221;0.3625431698593134;;;;4.546875;0.9977352516562892;NVIDIA GeForce RTX 4090;0.23.1.0;25183;4.5571959018707275;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 1430 -discard
2026-08-24.2;fv;E;2k;rev;latency;1;1;;1430;no_h2d;4359.5;3.0486013986013987;328.0;1946;;;143.36;23285.76;124.864;0.4005160605583991;0.36462281096165;;;;4.5625;0.9946817449232487;NVIDIA GeForce RTX 4090;0.23.1.0;25254;4.586894273757935;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 1430 -discard
